scenario,method,SHD_mean,SHD_std,F1_mean,F1_std,Precision_mean,Precision_std,Recall_mean,Recall_std,Dir_F1_mean,Dir_F1_std,Dir_Prec_mean,Dir_Prec_std,Dir_Rec_mean,Dir_Rec_std,n_oriented_mean,n_oriented_std,Comm_mean,Comm_std,Runtime_mean,Runtime_std
p20_K10,centralized,22.95,7.618890995413965,0.7045066739850409,0.08135628577457019,0.6775230304734767,0.07565744007197509,0.7384280622657892,0.10463403440202461,0.37291621030797995,0.15484891680771498,0.7291809026683987,0.13092348914739188,0.2665332721645396,0.1481887152176141,13.0,5.585696017507576,0.0,0.0,22.29578140974045,9.59103392098678
p20_K10,local,22.065000000000005,7.190429403032895,0.6705568577609068,0.08760263595797921,0.7544816470182496,0.08407861658160237,0.6081699914924044,0.09970941487386324,0.3230891376697925,0.08784380519040677,0.0,0.0,0.0,0.0,0.0,0.0,604.0625,32.8368956929549,7.064660179615021,1.6984960503796909
p20_K10,naive,20.75,7.608383533970931,0.686056686410822,0.10036989550587842,0.7828625860100336,0.09794710231081484,0.6141613692383225,0.1104461194160496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0625,32.8368956929549,0.0006464242935180664,0.0005137816221194824
p20_K10,fedpc_consensus,20.6,7.1860976892886725,0.6848551416493269,0.0947010162431417,0.7945155676304242,0.09745736357821194,0.6060958393445521,0.10545662475774743,0.3150402152119525,0.10732771463043118,0.5174605016293692,0.14787305763600714,0.2339064954939764,0.09388027847501626,16.7,5.030904491242106,604.0625,32.8368956929549,0.004912149906158447,0.001391314628532302
p20_K10,fedpc_oracle,20.3,7.389857914736926,0.6897966025383357,0.09873804332863655,0.7977943483795622,0.09881305038568387,0.6116472271899325,0.10939910320105736,0.3243330651849262,0.11351730061092964,0.522862200854528,0.16008279801087258,0.24202198590280188,0.09689871709546509,17.1,4.867237409455183,604.0625,32.8368956929549,0.011701953411102296,0.03197025508733905
p20_N100,centralized,26.65,6.574762353119692,0.5674133179328008,0.08838815731494577,0.7565013500963167,0.08457411024798053,0.45831161163222867,0.09115238564152606,0.2548642413570035,0.0979259683381068,0.5619548501794047,0.21042406654910245,0.16730141053091224,0.0680909716170089,11.4,2.5179356624028344,0.0,0.0,0.857379698753357,0.2253974129658914
p20_N100,local,31.349999999999994,5.703989831687991,0.37880011249725964,0.059424350124199714,0.8035188831878723,0.08658107471503021,0.25053000349084875,0.046646112049404165,0.10114991458258968,0.04123331556729047,0.0,0.0,0.0,0.0,0.0,0.0,192.75,6.207354508967568,1.336589252948761,0.3690087269101583
p20_N100,naive,30.8,6.469930447848725,0.36590178091515446,0.08624762358190247,0.8933459586413548,0.10453958768708048,0.23288851667397714,0.06677956400869085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.75,6.207354508967568,0.00029948949813842776,0.00015135370771419753
p20_N100,fedpc_consensus,30.75,6.564106946112319,0.3678932460539823,0.08941076986158532,0.8933459586469104,0.1045395876927484,0.23467423095905365,0.06954359341150648,0.05494696471447606,0.05785084694862458,0.35277777651774694,0.33542169745735856,0.030569005278851914,0.03372367716678249,2.25,2.2107690969434146,192.75,6.207354508967568,0.0021416902542114257,0.000638127751869589
p20_N100,fedpc_oracle,30.45,6.4844043674033784,0.3776868290461154,0.08529273536928805,0.8961285927098428,0.10387173160553446,0.24189533271335056,0.06624290810114987,0.047761882716982666,0.052304277239847166,0.3652777762364969,0.3541285365984021,0.026251239712365333,0.030601095392425618,1.95,2.0850659461993044,192.75,6.207354508967568,0.0018563389778137207,0.0005277594616596503
p20_N3000,centralized,24.7,8.087644898238299,0.6719905704399549,0.08332976832944362,0.6647130357575529,0.07888573253209287,0.6822033963837534,0.09933378773763872,0.34716400279999193,0.146328940759537,0.715693297257712,0.14702072127896954,0.2369317690216744,0.12107302762643098,11.05,3.024483426967323,0.0,0.0,2.904150354862213,1.2167282838260256
p20_N3000,local,24.71,6.799257312383464,0.6341508529418203,0.0799151864085114,0.6985486357346703,0.06767261150735536,0.5849453250738215,0.09715626901316449,0.3248146004302768,0.09519297254709087,0.0,0.0,0.0,0.0,0.0,0.0,307.25,14.397265365339349,4.706720173358917,1.6261770276151128
p20_N3000,naive,23.65,7.206073826987897,0.6434320589200241,0.08661163330348733,0.7272867692772467,0.0867418903223664,0.5815922738729393,0.10191983185822552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.25,14.397265365339349,0.0005375146865844727,0.00024083037619401906
p20_N3000,fedpc_consensus,23.65,7.206073826987897,0.6434320589200241,0.08661163330348733,0.7272867692772467,0.0867418903223664,0.5815922738729393,0.10191983185822552,0.2779614982836086,0.09827721638914753,0.45767888545006025,0.13339389625347967,0.2079758242371045,0.09233113180019759,16.3,4.473253849269008,307.25,14.397265365339349,0.003279232978820801,0.0008362422134867622
p20_N3000,fedpc_oracle,23.65,7.206073826987897,0.6434320589200241,0.08661163330348733,0.7272867692772467,0.0867418903223664,0.5815922738729393,0.10191983185822552,0.2779614982836086,0.09827721638914753,0.45767888545006025,0.13339389625347967,0.2079758242371045,0.09233113180019759,16.3,4.473253849269008,307.25,14.397265365339349,0.0028324484825134276,0.000740987723025688
p20_N5000,centralized,23.25,6.7370245657857,0.704809936547301,0.07687155205423536,0.6822553216682685,0.07158118291643345,0.7335362394656922,0.1021241616005892,0.3949948892279219,0.12692646252592565,0.7434382210513901,0.11441006189326655,0.279662152642593,0.1182783092863553,13.95,4.7799058568135,0.0,0.0,23.98580276966095,9.705092316439414
p20_N5000,local,23.61,6.246110789923598,0.6664833420122882,0.07583451267101753,0.7206533415314549,0.06937406141807291,0.6238776715288779,0.08988232736961632,0.35392007264210046,0.09077761925226938,0.0,0.0,0.0,0.0,0.0,0.0,322.0625,19.4264438009122,5.2117724299430845,1.3379951964439694
p20_N5000,naive,22.55,6.785830826066916,0.6734624779603523,0.09005224367628654,0.749512847528626,0.08888913837720466,0.6159188233540507,0.10306219831356697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0625,19.4264438009122,0.0006341218948364257,0.00042742155282152617
p20_N5000,fedpc_consensus,22.55,6.785830826066916,0.6734624779603523,0.09005224367628654,0.749512847528626,0.08888913837720466,0.6159188233540507,0.10306219831356697,0.3187631747955274,0.08416685598218011,0.5036197248016471,0.10767110100792511,0.24040819394700627,0.07908788990950734,18.05,4.831925082200676,322.0625,19.4264438009122,0.003151869773864746,0.0009078006384820032
p20_N5000,fedpc_oracle,22.55,6.785830826066916,0.6734624779603523,0.09005224367628654,0.749512847528626,0.08888913837720466,0.6159188233540507,0.10306219831356697,0.3187631747955274,0.08416685598218011,0.5036197248016471,0.10767110100792511,0.24040819394700627,0.07908788990950734,18.05,4.831925082200676,322.0625,19.4264438009122,0.008008980751037597,0.022227789414307156
